log_price,popularity_score,price_ratio,category_price_index,specification_density,category_level_1_Electronics,category_level_1_Home&Kitchen,category_level_1_OfficeProducts,category_level_1_Other,is_branded_1
-0.8114022671694724,1.5706436716008298,-0.6875832209275924,-0.3665438964490195,-0.5408829500564035,0.0,0.0,0.0,0.0,1.0
0.20303314420479715,0.6512000400512317,-0.41875347599811047,-0.3538392556516917,-0.31563300446013814,1.0,0.0,0.0,0.0,1.0
-0.458004939355909,-0.05035808773635993,-1.359565928051786,-0.4445118099994631,0.3039586615015449,0.0,1.0,0.0,0.0,1.0
0.3466813741439281,-0.4531814957894468,1.2544261128286704,-0.28214737715763394,0.7642370324769732,0.0,1.0,0.0,0.0,0.0
-0.17749769958458478,-0.23081941341663842,0.6317846598366577,-0.407610802535411,-0.8459089535410882,0.0,1.0,0.0,0.0,1.0
-0.12425482174547947,-0.8404386528766249,-0.5021150467452925,-0.39875456074403853,0.45430158610452703,0.0,1.0,0.0,0.0,1.0
-0.13284891955097974,-0.2971723599879725,0.5687113849457529,-0.4002306010426006,-0.029394076056187733,0.0,1.0,0.0,0.0,0.0
0.061836715922263294,1.7653456258878892,-1.1866852962616419,-0.3841998958819031,2.01068525879784,1.0,0.0,0.0,0.0,1.0
-0.1415511220487335,1.074930096079262,-0.5941531082515786,-0.1180658396601939,0.8523602967544461,0.0,0.0,0.0,0.0,0.0
0.20303314420479715,1.7222192173940012,1.3113739775543758,-0.3538392556516917,-0.14407341030147033,1.0,0.0,0.0,0.0,0.0
-0.2076633926356363,0.30149542772627436,1.9035295656689664,-0.15457690106589883,4.079936938123116,0.0,0.0,0.0,0.0,0.0
0.9076958536865766,-0.7011503855734732,-0.14253770487398257,0.013060682554782781,-1.0083038912475302,0.0,1.0,0.0,0.0,0.0
-0.9238354591072853,-0.1460239701526241,-0.9445231343732904,-0.3893633098275851,-0.6999004566361866,0.0,0.0,0.0,0.0,0.0
-0.2038199606576364,-0.2302150745887714,-0.20048866727400372,-0.4117437153713848,0.04705860513210013,0.0,1.0,0.0,0.0,1.0
0.11821489900452072,1.8861897664620584,-0.011056553979698638,-0.3728146557955739,0.5057734990008587,1.0,0.0,0.0,0.0,1.0
0.682563437899705,-0.46341110200369545,-0.7007175629477134,-0.18938578773804648,-0.4005919863855072,1.0,0.0,0.0,0.0,1.0
